dataset_name,model,target_class,pair_id,clean_count,adv_count,clean_path,adv_path
acdc,SegFormer-B5,car,GOPR0351/gopr0351_frame_000595.png,9738,0,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0351/GOPR0351_frame_000595_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0351/GOPR0351_frame_000595_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0351/gopr0351_frame_000599.png,2139,0,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0351/GOPR0351_frame_000599_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0351/GOPR0351_frame_000599_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0351/gopr0351_frame_000603.png,2372,0,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0351/GOPR0351_frame_000603_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0351/GOPR0351_frame_000603_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0351/gopr0351_frame_000607.png,2810,0,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0351/GOPR0351_frame_000607_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0351/GOPR0351_frame_000607_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0351/gopr0351_frame_000615.png,8581,0,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0351/GOPR0351_frame_000615_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0351/GOPR0351_frame_000615_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0351/gopr0351_frame_000619.png,10637,2953,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0351/GOPR0351_frame_000619_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0351/GOPR0351_frame_000619_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0351/gopr0351_frame_000623.png,336036,400535,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0351/GOPR0351_frame_000623_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0351/GOPR0351_frame_000623_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0351/gopr0351_frame_000627.png,197924,83746,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0351/GOPR0351_frame_000627_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0351/GOPR0351_frame_000627_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0351/gopr0351_frame_000633.png,11391,789,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0351/GOPR0351_frame_000633_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0351/GOPR0351_frame_000633_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0351/gopr0351_frame_000639.png,391903,134361,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0351/GOPR0351_frame_000639_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0351/GOPR0351_frame_000639_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000034.png,0,0,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000034_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000034_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000038.png,387,0,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000038_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000038_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000042.png,0,0,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000042_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000042_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000046.png,229,0,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000046_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000046_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000050.png,6791,778,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000050_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000050_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000054.png,202,440,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000054_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000054_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000058.png,4328,13005,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000058_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000058_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000067.png,14827,1847,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000067_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000067_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000089.png,2399,0,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000089_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000089_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000097.png,2149,3544,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000097_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000097_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000101.png,2031,2316,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000101_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000101_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000105.png,5026,5,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000105_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000105_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000109.png,1031,0,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000109_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000109_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000113.png,3249,899,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000113_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000113_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000117.png,6664,0,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000117_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000117_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000122.png,26529,13195,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000122_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000122_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000142.png,36900,9069,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000142_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000142_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000146.png,12101,2036,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000146_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000146_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000150.png,50336,56725,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000150_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000150_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000157.png,19220,19798,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000157_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000157_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000161.png,14722,14734,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000161_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000161_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000165.png,7496,0,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000165_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000165_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000169.png,5270,0,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000169_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000169_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000173.png,8807,6651,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000173_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000173_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000177.png,0,0,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000177_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000177_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000181.png,53,41,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000181_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000181_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000185.png,27528,8689,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000185_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000185_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000189.png,4718,0,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000189_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000189_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000193.png,15740,9067,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000193_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000193_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000198.png,92229,89211,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000198_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000198_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000214.png,112895,52545,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000214_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000214_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000229.png,32258,1469,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000229_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000229_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000257.png,10665,2392,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000257_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000257_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000268.png,1869,30655,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000268_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000268_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000272.png,1771,18959,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000272_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000272_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000276.png,4711,5334,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000276_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000276_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000280.png,63772,0,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000280_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000280_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000284.png,8266,0,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000284_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000284_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000288.png,87255,45603,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000288_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000288_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000292.png,53356,29865,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000292_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000292_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000298.png,99199,6,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000298_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000298_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000302.png,16440,21695,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000302_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000302_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000306.png,10696,16441,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000306_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000306_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000310.png,4180,33916,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000310_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000310_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000315.png,5149,302,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000315_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000315_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000324.png,18907,3427,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000324_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000324_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000328.png,1616,34734,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000328_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000328_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000332.png,54778,28111,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000332_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000332_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000336.png,12628,8781,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000336_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000336_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000340.png,22437,1352,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000340_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000340_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000344.png,8160,16154,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000344_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000344_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000349.png,55497,32157,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000349_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000349_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000363.png,1315,48884,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000363_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000363_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000369.png,10574,3291,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000369_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000369_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000374.png,124981,132799,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000374_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000374_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000382.png,12839,13853,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000382_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000382_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000391.png,29915,184316,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000391_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000391_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000418.png,35011,198863,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000418_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000418_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000428.png,16804,37481,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000428_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000428_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000435.png,56275,219513,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000435_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000435_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000441.png,59338,287904,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000441_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000441_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000466.png,52975,76608,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000466_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000466_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000472.png,98372,66963,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000472_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000472_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000478.png,2376,2845,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000478_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000478_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000482.png,46613,0,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000482_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000482_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000486.png,8713,6312,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000486_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000486_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000491.png,3489,27451,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000491_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000491_rgb_anon.png
acdc,SegFormer-B5,car,GOPR0376/gopr0376_frame_000496.png,24860,9628,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train_ref/GOPR0376/GOPR0376_frame_000496_rgb_ref_anon.png,/home/ace/Downloads/rgb_anon_trainvaltest/rgb_anon/night/train/GOPR0376/GOPR0376_frame_000496_rgb_anon.png
